STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,org_inst,National and international organizations and institutions,sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IE,Ireland,2008,,15.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IE,Ireland,2009,,16.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IE,Ireland,2010,,15.5,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IE,Ireland,2011,,19.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IE,Ireland,2012,,18.9,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IE,Ireland,2013,,19.9,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IE,Ireland,2014,,19.9,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IE,Ireland,2015,,20.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IE,Ireland,2016,,24.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IE,Ireland,2017,,24.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IE,Ireland,2018,,24.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IE,Ireland,2019,,24.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IE,Ireland,2020,,27.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IE,Ireland,2021,,27.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IE,Ireland,2022,,27.9,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IE,Ireland,2023,,27.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IE,Ireland,2024,,27.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IS,Iceland,2003,,35.5,,d,definition differs (see metadata),,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IS,Iceland,2004,,30.6,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IS,Iceland,2005,,32.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IS,Iceland,2006,,33.9,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IS,Iceland,2007,,31.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IS,Iceland,2008,,33.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IS,Iceland,2009,,42.9,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IS,Iceland,2010,,41.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IS,Iceland,2011,,38.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IS,Iceland,2012,,39.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IS,Iceland,2013,,41.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IS,Iceland,2014,,41.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IS,Iceland,2015,,46.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IS,Iceland,2016,,47.6,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IS,Iceland,2017,,38.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IS,Iceland,2018,,38.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IS,Iceland,2019,,38.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IS,Iceland,2020,,39.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IS,Iceland,2021,,47.6,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IS,Iceland,2022,,47.6,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IS,Iceland,2023,,47.6,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IS,Iceland,2024,,49.2,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IT,Italy,2003,,10.2,,d,definition differs (see metadata),,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IT,Italy,2004,,9.9,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IT,Italy,2005,,10.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IT,Italy,2006,,16.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IT,Italy,2007,,16.2,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IT,Italy,2008,,20.2,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IT,Italy,2009,,20.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IT,Italy,2010,,20.2,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IT,Italy,2011,,20.5,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IT,Italy,2012,,20.6,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IT,Italy,2013,,30.5,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IT,Italy,2014,,30.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IT,Italy,2015,,30.2,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IT,Italy,2016,,30.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IT,Italy,2017,,30.2,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IT,Italy,2018,,35.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IT,Italy,2019,,35.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IT,Italy,2020,,35.6,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IT,Italy,2021,,35.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IT,Italy,2022,,33.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IT,Italy,2023,,33.6,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,IT,Italy,2024,,33.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2003,,12.5,,d,definition differs (see metadata),,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2004,,12.5,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2005,,25.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2006,,25.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2007,,24.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2008,,24.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2009,,28.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2010,,24.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2011,,24.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2012,,24.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2013,,20.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2014,,20.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2015,,20.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2016,,20.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2017,,12.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2018,,16.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2019,,12.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2020,,12.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2021,,28.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2022,,28.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2023,,28.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2024,,28.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2004,,22.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2005,,22.9,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2006,,22.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2007,,23.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2008,,23.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2009,,18.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2010,,19.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2011,,19.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2012,,23.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2013,,24.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2014,,23.6,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2015,,24.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2016,,21.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2017,,20.6,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2018,,22.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2019,,24.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2020,,26.2,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2021,,28.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2022,,27.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2023,,29.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2024,,30.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2003,,20.3,,d,definition differs (see metadata),,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2004,,23.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2005,,20.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2006,,23.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2007,,25.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2008,,25.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2009,,20.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2010,,20.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2011,,23.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2012,,23.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2013,,23.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2014,,28.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2015,,28.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2016,,28.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2017,,28.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2018,,21.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2019,,28.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2020,,31.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2021,,35.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2022,,35.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2023,,30.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2024,,35.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LV,Latvia,2003,,20.2,,d,definition differs (see metadata),,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LV,Latvia,2004,,17.2,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LV,Latvia,2005,,21.2,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LV,Latvia,2006,,19.2,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LV,Latvia,2007,,20.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LV,Latvia,2008,,21.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LV,Latvia,2009,,22.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LV,Latvia,2010,,19.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LV,Latvia,2011,,21.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LV,Latvia,2012,,23.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LV,Latvia,2013,,25.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LV,Latvia,2014,,18.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,LV,Latvia,2015,,17.0,,,,,
